ATH	Low_DS_1	Low_DS_2	Low_DS_3	Medium_DS_1	Medium_DS_2	Medium_DS_3	Elevated_DS_1	Elevated_DS_2	Elevated_DS_3	Low_EI_1	Low_EI_2	Low_EI_3	Medium_EI_1	Medium_EI_2	Medium_EI_3	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Low_LI_1	Low_LI_2	Low_LI_3	Medium_LI_1	Medium_LI_2	Medium_LI_3	Elevated_LI_1	Elevated_LI_2	Elevated_LI_3
AT1G30757.1	3	10	4	14	10	22	13	18	18	78	48	69	7	41	78	27	2	33	38	42	27	32	39	17	22	15	12
AT1G30760.1	0	0	0	1	0	2	0	2	0	2	0	1	0	1	2	3	0	1	2	1	3	1	7	3	3	1	6
AT1G30780.1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0
AT1G30790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30795.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30800.1	25	151	101	125	96	91	89	104	74	126	65	87	16	87	122	39	9	46	47	50	22	44	56	39	28	20	26
AT1G30810.1	317	1686	686	1051	921	937	941	1012	819	1230	856	1069	162	957	1570	502	129	608	567	585	579	565	626	473	463	265	293
AT1G30814.1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AT1G30820.1	37	142	54	137	116	109	277	255	219	115	96	131	45	254	340	406	96	585	419	304	255	827	798	542	1082	727	864
AT1G30825.1	25	50	14	44	43	40	62	45	37	38	33	34	13	50	82	59	13	69	118	99	79	128	124	82	117	84	115
AT1G30840.1	4	24	11	4	4	2	4	4	3	9	5	7	0	6	6	0	0	0	4	6	4	2	6	0	2	0	1
AT1G30845.1	8	23	9	5	7	4	4	4	4	29	18	20	13	19	50	34	6	34	53	46	36	63	61	54	61	63	80
AT1G30850.1	1	2	1	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G30860.1	1484	7667	3684	4724	5446	5337	6646	6870	5958	3163	2428	2774	382	1958	3266	1241	268	1331	1674	1676	1590	745	1011	713	444	213	315
AT1G30870.1	13	13	10	9	9	8	15	10	9	6	4	9	0	0	4	4	0	2	3	1	3	1	0	0	1	3	2
AT1G30880.1	753	1998	1356	1526	1876	1612	1872	2062	1537	2058	1612	1933	585	2075	4526	3378	477	3006	3162	2132	2372	3417	3489	3022	2979	3308	4024
AT1G30890.1	26	72	31	46	36	45	64	62	58	190	102	139	33	136	226	129	30	149	142	123	108	185	141	150	190	130	148
AT1G30900.1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	14	0	1	0	0	0	0	5	35
AT1G30910.1	73	167	82	200	145	159	241	254	194	221	137	154	52	193	424	268	60	358	333	305	215	352	349	250	377	277	300
AT1G30920.1	2	2	5	5	5	6	29	22	15	23	10	22	2	17	24	20	7	22	17	15	9	17	18	8	19	12	12
AT1G30925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30950.1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	2	0	2	0	1
AT1G30960.1	34	124	58	109	112	102	79	88	65	311	200	223	90	329	610	465	97	576	416	347	325	496	524	375	425	311	354
AT1G30970.1	131	466	238	362	335	309	315	318	257	1203	799	911	269	1227	1540	660	176	956	656	644	618	1325	1465	745	903	502	590
AT1G30972.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
AT1G30974.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30990.1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31000.1	1	2	0	0	1	1	0	1	2	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0
AT1G31010.1	89	324	130	206	169	173	161	163	120	400	293	419	89	362	708	411	79	435	428	415	313	436	457	390	341	266	275
AT1G31020.1	88	199	117	163	119	128	99	113	100	302	206	273	74	200	428	266	47	300	328	293	214	307	317	267	278	266	299
AT1G31040.1	1	0	0	1	7	3	4	9	8	1	1	1	2	5	10	15	4	16	28	30	7	65	50	44	84	66	66
AT1G31050.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G31070.2	22	29	16	7	7	8	10	7	12	61	33	53	5	29	56	31	5	35	136	43	29	75	71	43	82	48	48
AT1G31080.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G31090.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31120.1	88	610	290	404	406	444	390	381	341	469	381	393	97	530	744	267	77	378	323	352	348	410	471	286	308	149	214
AT1G31130.1	104	907	419	699	492	605	697	698	615	1169	691	913	231	963	1302	872	173	814	712	701	587	736	818	491	617	423	463
AT1G31140.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31150.1	8	58	29	45	46	43	75	87	76	69	52	68	25	88	170	112	26	153	164	170	158	217	279	190	236	163	198
AT1G31160.1	127	343	155	238	215	229	222	278	200	240	164	188	83	259	470	347	67	462	635	534	438	595	642	475	568	474	550
AT1G31163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31170.4	467	1089	701	847	705	779	729	699	526	858	548	722	148	469	1218	580	107	579	607	510	337	301	356	360	257	253	287
AT1G31175.1	29	240	113	127	122	140	149	153	137	279	161	223	54	205	342	154	35	183	223	229	148	215	257	154	163	128	155
AT1G31180.1	115	270	147	262	218	258	262	298	206	685	512	609	205	657	1400	1078	205	1127	1321	1028	876	1551	1411	1214	1433	1221	1453
AT1G31190.1	103	262	172	199	178	211	166	166	115	150	105	126	49	174	308	210	51	250	301	169	145	266	244	176	214	201	247
AT1G31200.1	9	39	24	11	19	16	11	11	6	8	12	10	5	10	34	19	1	14	22	9	5	9	17	8	9	14	5
AT1G31220.1	38	169	86	176	137	154	160	159	144	352	219	215	79	330	548	244	55	282	343	289	246	333	404	242	263	217	253
AT1G31230.1	122	400	162	238	238	203	296	318	241	164	148	125	58	314	452	322	78	467	1003	746	694	1174	1137	732	984	591	815
AT1G31240.1	0	1	1	6	4	7	4	8	2	99	62	72	17	87	146	56	14	54	24	13	9	31	32	17	20	16	12
AT1G31250.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
AT1G31270.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31280.1	93	632	280	427	402	412	364	415	322	855	664	728	145	856	1136	559	129	704	400	358	358	452	503	344	444	218	260
AT1G31290.1	0	4	2	2	2	3	1	1	12	2	3	2	0	2	0	1	0	3	0	3	0	1	2	0	4	0	2
AT1G31300.1	97	238	124	138	112	188	153	144	133	252	131	156	52	208	286	180	40	189	298	226	205	261	258	197	207	155	170
AT1G31310.1	18	60	38	80	66	61	92	105	74	32	25	32	10	35	68	35	13	49	54	24	27	34	48	39	43	26	39
AT1G31319.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31320.1	23	126	57	78	66	73	43	39	36	26	23	29	5	21	48	22	2	17	55	28	24	29	32	23	35	21	20
AT1G31330.1	7	31	9	9	9	15	6	10	17	21	23	20	5	35	50	34	7	223	3326	25	24	41	59	121	100	248	1218
AT1G31335.1	0	2	3	3	0	0	1	0	1	2	2	1	0	2	2	3	0	6	32	1	1	1	2	2	1	0	4
AT1G31340.1	112	424	245	334	262	310	348	352	224	775	526	680	172	587	1434	756	117	758	964	808	655	982	965	827	1005	947	1059
AT1G31350.1	2	18	3	5	5	11	13	11	15	26	19	19	6	19	40	23	3	30	46	27	27	25	25	17	25	15	24
AT1G31360.1	49	90	29	80	99	93	152	157	135	153	136	129	38	128	240	123	31	186	189	178	138	240	324	171	219	118	186
AT1G31370.1	0	0	1	0	1	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0
AT1G31380.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G31390.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31400.1	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31410.1	48	191	101	146	141	110	156	186	145	245	182	211	57	207	438	193	42	242	338	291	236	312	392	262	348	265	323
AT1G31420.1	52	195	92	163	155	175	217	227	220	245	201	198	115	425	642	465	99	640	739	506	436	748	818	473	621	394	439
AT1G31430.1	4	48	14	22	14	28	37	29	27	15	15	15	5	25	56	21	7	38	64	44	53	64	62	47	62	48	48
AT1G31440.1	605	2237	965	1438	1228	1292	1492	1691	1222	1134	820	901	206	976	1576	784	189	951	1183	1141	943	941	993	788	722	411	524
AT1G31450.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G31460.1	38	257	111	172	144	179	165	156	138	192	119	132	39	138	270	152	37	182	246	195	183	158	164	157	158	124	134
AT1G31470.1	38	270	119	191	151	196	154	147	124	256	157	160	33	171	238	100	22	156	161	163	184	136	148	87	113	59	66
AT1G31480.1	316	1384	473	769	816	815	744	855	639	487	407	390	88	428	610	305	85	394	985	894	901	552	660	375	362	156	203
AT1G31490.1	135	751	292	401	280	319	277	263	229	183	81	114	45	113	156	74	25	115	304	220	192	132	174	94	94	58	63
AT1G31500.4	51	246	122	121	132	136	127	142	106	295	188	224	73	275	458	217	51	331	235	181	133	278	323	201	279	180	216
AT1G31510.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31520.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31530.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31540.2	0	3	1	4	2	4	0	1	1	4	0	4	2	1	12	4	1	4	47	9	10	9	10	8	6	12	35
AT1G31550.2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	8	120	0	0	1	1	6	0	3	14
AT1G31580.1	0	1	0	0	0	0	0	0	0	7	1	10	0	2	14	12	1	56	1014	9	10	4	6	17	15	226	1140
AT1G31600.1	203	881	372	454	476	497	492	513	477	581	289	406	144	685	794	372	135	716	618	536	480	962	1286	479	732	403	382
AT1G31620.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31640.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31650.1	18	93	44	48	31	35	63	55	48	13	12	10	4	24	32	18	4	38	149	40	56	49	50	47	101	73	75
AT1G31660.1	121	344	165	317	254	307	276	279	242	1264	730	1002	325	1317	2120	1317	273	1447	993	891	751	1487	1549	982	1244	865	898
AT1G31670.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31690.1	0	0	0	0	0	0	0	0	0	0	5	0	0	3	2	0	0	26	446	0	0	0	5	1	5	0	0
AT1G31710.1	0	2	1	1	2	4	2	8	5	0	1	2	0	2	0	4	0	9	191	0	0	3	0	4	2	1	0
AT1G31720.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AT1G31730.1	365	2322	871	1303	1388	1261	1545	1674	1312	1752	1456	1532	293	1737	2454	961	291	1497	1433	1351	1410	1577	1711	1116	1317	633	910
AT1G31740.1	9	56	14	17	13	24	18	25	11	2	2	8	0	4	6	2	0	2	3	2	4	2	1	2	0	0	0
AT1G31750.1	694	4185	2214	3015	2600	2792	2578	2621	2131	1114	766	981	166	747	1284	688	123	725	1344	1257	919	573	702	584	430	315	384
AT1G31760.1	12	54	24	68	54	45	84	93	74	71	76	75	31	90	214	149	33	191	308	267	202	247	314	284	265	252	287
AT1G31770.1	21	189	70	104	157	133	218	199	205	165	112	108	56	201	226	125	29	176	224	177	183	232	287	118	198	84	81
AT1G31772.1	11	23	7	8	8	11	5	10	8	1	1	1	1	4	0	1	0	0	1	2	0	0	0	1	0	0	2
AT1G31780.1	78	457	160	255	222	227	327	308	307	403	318	273	44	391	566	253	63	368	412	316	279	483	457	312	494	273	328
AT1G31790.1	23	190	113	163	146	165	164	157	128	138	76	109	34	122	238	114	33	124	149	157	120	164	204	110	128	97	100
AT1G31800.1	27	139	76	106	71	89	98	134	104	69	35	46	18	86	116	86	18	150	455	137	113	280	291	179	328	218	287
AT1G31810.1	221	843	353	477	533	467	432	471	412	918	745	768	158	944	1112	466	164	840	778	775	740	925	1083	519	651	322	401
AT1G31812.1	171	220	136	217	136	180	242	308	233	433	288	344	121	334	824	798	136	710	1359	854	712	895	954	895	1058	1087	1221
AT1G31814.1	19	215	92	151	118	141	128	154	106	293	189	254	38	214	400	111	20	178	167	164	144	194	223	146	140	104	117
AT1G31817.1	82	426	245	309	285	272	269	252	223	1018	611	714	242	871	1612	1057	193	1073	859	755	571	1099	1140	789	1008	830	836
AT1G31820.1	3	31	13	32	22	32	75	69	81	48	30	38	11	45	88	92	13	83	48	51	40	38	64	41	65	34	59
AT1G31830.1	161	1358	622	879	802	778	912	1143	791	1084	701	802	190	845	1592	939	201	932	1042	1148	897	995	962	745	738	522	670
AT1G31835.1	7	28	19	33	29	36	13	28	22	270	135	178	66	204	370	207	35	201	79	81	47	90	148	86	92	120	100
AT1G31840.1	0	30	15	19	14	8	11	16	8	36	24	25	8	37	54	23	3	30	64	64	50	53	67	26	38	38	34
AT1G31850.1	236	1023	438	796	688	697	891	1054	846	988	673	665	256	1134	1832	1345	290	1554	1496	1358	1319	1732	1863	1304	1818	1201	1480
AT1G31860.1	77	259	132	199	160	162	198	189	167	293	193	227	113	276	602	430	72	485	519	484	354	742	760	601	622	547	610
AT1G31870.1	215	819	400	561	460	497	636	590	481	849	541	648	162	706	1156	584	125	684	570	531	472	658	724	484	537	343	426
AT1G31875.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31880.1	11	75	34	56	58	50	86	96	85	45	24	42	5	78	105	61	10	64	73	68	61	77	102	44	86	41	66
AT1G31885.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0
AT1G31910.1	597	1987	883	1433	1540	1430	2027	2203	1628	4087	3055	3701	722	3288	6774	3368	767	3711	4156	4177	3777	6508	6386	4539	5148	3464	4700
AT1G31920.1	22	147	37	78	56	79	98	97	81	18	15	8	3	17	26	15	2	33	44	19	24	31	29	30	58	65	60
AT1G31930.1	430	2255	1112	1290	1205	1168	1416	1384	1098	1164	769	911	230	1095	1458	619	129	752	711	698	618	767	910	562	672	493	472
AT1G31940.1	23	107	57	105	82	78	85	95	68	177	160	157	46	180	304	188	39	181	131	104	85	146	162	112	124	101	113
AT1G31950.1	5	11	6	11	7	12	17	16	11	13	14	12	6	11	24	31	3	37	42	47	41	90	96	56	103	67	92
AT1G31960.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
AT1G31970.1	492	1191	576	1053	1024	925	1120	1305	888	2673	2038	2542	811	3019	6164	3309	744	3753	3969	3934	3039	6035	6622	4702	5023	4004	4972
AT1G31990.1	0	0	3	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G32000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G32020.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32030.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32050.1	2334	5631	3165	3779	2917	3073	3139	3333	2562	4465	3019	3862	1016	3394	7340	4204	742	3523	4926	4533	3416	3828	4080	3450	3403	2872	3626
AT1G32060.1	11	9	9	12	4	6	6	7	10	5	12	0	2	16	12	3	2	85	1539	3	5	7	12	37	30	56	288
AT1G32070.2	69	117	70	116	124	124	152	205	120	154	101	117	43	141	318	232	57	235	345	257	175	316	358	252	321	230	330
AT1G32080.1	3	0	0	2	0	2	0	3	2	0	2	1	0	2	4	1	1	27	520	2	0	2	3	17	8	3	40
AT1G32090.1	28	109	47	113	108	107	203	236	177	167	144	124	71	393	426	307	83	483	524	450	548	854	871	498	778	376	462
AT1G32100.1	3	2	0	2	0	0	0	0	6	11	0	9	1	2	10	5	0	6	40	2	12	0	1	4	18	20	28
AT1G32120.1	46	170	98	252	153	173	271	323	295	518	294	473	80	371	632	184	28	194	221	194	171	160	197	132	131	78	121
AT1G32130.1	1178	3516	1755	2375	1872	1899	2366	2268	1870	2367	1395	1755	412	1776	2722	1348	286	1476	1330	1352	1237	1271	1656	1120	1165	953	997
AT1G32140.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32150.1	136	376	183	203	202	194	161	157	125	135	90	122	20	121	200	110	16	136	276	252	194	253	262	158	180	125	144
AT1G32160.1	53	270	140	235	204	207	342	366	260	210	164	210	62	226	462	327	63	394	442	301	275	387	434	331	429	298	364
AT1G32170.1	4	8	5	5	6	6	6	5	8	84	52	70	13	38	86	40	8	38	19	26	29	16	29	18	13	10	16
AT1G32180.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G32190.1	0	2	0	1	2	1	3	4	4	4	0	0	2	5	4	25	1	21	31	53	35	189	173	91	167	104	119
AT1G32200.1	56	171	63	75	65	74	71	95	78	103	85	63	34	167	230	177	50	262	437	234	169	669	671	398	821	526	646
AT1G32210.1	86	129	61	146	126	114	187	205	168	353	225	279	111	331	698	538	119	601	856	745	584	988	1091	887	1161	1192	1365
AT1G32220.1	158	518	268	355	247	327	334	338	289	253	167	184	59	237	420	266	44	325	372	325	236	315	365	247	376	232	280
AT1G32225.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	2	1
AT1G32230.1	1697	5239	2953	3330	3397	2950	4174	4171	3497	12865	9706	9232	1658	8249	12207	4763	987	5062	3193	2842	2764	3237	3934	2429	2327	1625	1912
AT1G32240.1	18	123	43	93	75	76	50	67	61	89	73	75	38	175	218	130	39	199	233	216	195	334	406	209	263	142	139
AT1G32250.1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32260.1	60	430	191	364	273	294	369	399	280	387	260	340	88	299	640	321	57	293	372	400	332	369	396	367	291	213	280
AT1G32270.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G32280.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32290.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32310.1	19	61	45	56	48	75	68	98	65	170	107	147	44	109	258	174	33	159	249	221	186	186	244	177	202	212	222
AT1G32320.1	2	12	2	5	4	3	1	4	3	10	8	5	0	1	2	0	0	3	4	2	3	1	2	0	0	0	0
AT1G32330.1	33	183	64	87	93	103	129	119	121	235	162	160	49	245	372	153	36	226	181	132	139	207	194	130	147	64	95
AT1G32337.1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0
AT1G32340.1	76	330	152	269	238	247	364	383	299	548	343	423	102	471	824	369	74	366	285	263	258	307	315	229	253	185	210
AT1G32350.1	0	0	3	0	2	11	9	5	2	15	1	11	1	6	8	2	1	3	2	38	4	0	0	2	1	2	1
AT1G32360.1	74	424	238	396	395	348	442	408	323	610	360	464	99	417	802	391	77	382	478	445	370	479	594	366	415	298	363
AT1G32361.1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32370.2	38	116	82	124	97	87	120	141	107	262	146	174	42	193	390	172	41	208	180	193	136	252	268	184	247	166	184
AT1G32375.1	1	8	3	3	2	6	0	1	4	5	2	3	0	2	2	0	0	1	1	1	0	1	1	0	1	1	0
AT1G32380.1	1115	3751	1731	3138	2530	2699	3520	3650	3004	4239	2957	3269	843	3555	5774	3065	663	3184	3034	3050	2395	2752	3014	2052	2041	1285	1791
AT1G32400.1	1535	6028	2795	3753	3342	3472	3319	3834	2786	3311	2148	2542	560	2279	3982	2079	439	2033	1748	1646	1327	1402	1478	1050	1136	778	874
AT1G32410.1	88	329	174	252	170	237	215	208	173	270	168	230	63	239	418	213	37	221	224	184	172	229	239	183	173	160	162
AT1G32415.1	4	23	15	32	22	14	22	21	18	57	34	36	17	76	86	80	14	105	146	137	118	140	175	99	115	134	105
AT1G32420.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32430.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32440.1	35	90	42	60	58	43	62	75	48	58	42	40	23	91	128	99	21	144	172	124	124	184	195	130	148	110	119
AT1G32450.1	12	81	47	127	115	136	478	463	384	31	13	18	7	32	66	93	15	63	20	17	25	4	15	7	12	2	10
AT1G32460.1	60	384	241	428	326	396	490	498	428	894	525	694	154	509	1072	671	111	585	727	545	454	476	531	461	426	468	511
AT1G32470.1	25	8	1	2	0	1	2	3	2	2	3	2	1	3	14	1	0	50	817	1	1	9	13	35	34	53	86
AT1G32480.1	0	3	1	1	3	0	1	0	0	1	1	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0
AT1G32490.1	539	1758	810	1215	1195	1055	1627	1608	1337	1117	861	1011	208	1171	1542	646	220	969	979	922	1033	1278	1464	820	955	600	740
AT1G32500.1	68	355	161	375	306	344	382	441	359	926	658	730	199	844	1756	944	196	1129	855	640	550	919	917	614	907	582	717
AT1G32510.1	1	8	3	6	2	2	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0
AT1G32520.1	78	432	239	345	232	252	281	259	227	255	90	148	36	171	186	49	11	62	76	55	53	67	81	37	33	23	24
AT1G32530.1	228	1535	766	1137	987	831	1120	1080	872	1126	650	795	205	1004	1148	511	146	682	598	655	639	699	972	534	540	409	390
AT1G32540.1	2	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	3	32	1	0	0	1	0	1	3	12
AT1G32550.2	347	903	471	807	625	675	805	833	595	392	273	330	65	262	526	369	71	346	410	301	226	242	276	233	283	260	324
AT1G32560.1	11508	60327	32694	58210	44572	44657	55595	54621	43823	42945	27346	35106	5900	21692	40636	21110	3797	20123	20437	19331	13384	13795	16408	13268	11575	8578	10892
AT1G32570.1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	4	0	0	1	0	0	2	0	0
AT1G32580.1	254	984	524	783	615	657	859	929	714	1235	905	971	392	1329	2470	1702	318	1883	1717	1416	1298	2057	2254	1587	1914	1453	1638
AT1G32583.1	16	105	50	42	39	46	32	28	32	20	17	19	2	32	28	25	6	35	46	42	30	59	64	33	37	29	39
AT1G32585.1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32600.1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	3	0	1	3	0	1	1	0
AT1G32610.1	7	57	35	34	24	23	16	31	28	59	40	45	10	58	92	32	4	51	64	68	53	84	84	60	57	30	45
AT1G32630.1	41	212	117	172	151	151	201	168	130	153	90	157	33	138	270	131	31	119	162	172	115	138	202	132	102	99	99
AT1G32640.1	21	107	49	88	92	87	118	114	99	119	121	152	21	114	176	66	18	74	289	112	106	110	174	96	103	76	96
AT1G32650.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32660.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32670.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32690.1	6	33	21	14	9	14	8	14	7	16	13	16	5	7	28	9	1	10	18	12	5	13	16	9	19	16	15
AT1G32700.1	264	1066	526	643	490	707	590	676	484	227	102	152	37	170	292	157	29	167	266	269	194	166	251	158	149	113	172
AT1G32710.1	446	1354	829	1963	1632	1722	1796	1842	1500	5178	3382	4235	659	2266	4934	2742	495	2311	1673	1405	1050	485	741	710	476	363	384
AT1G32720.1	0	0	0	0	0	0	0	0	0	8	1	2	0	1	2	0	0	1	1	0	0	0	1	0	0	0	0
AT1G32730.1	56	239	127	156	129	128	111	81	98	174	121	162	25	112	192	108	16	148	158	122	115	151	168	138	137	91	124
AT1G32740.1	52	375	213	270	151	233	217	194	178	218	120	115	47	198	228	173	40	207	401	327	240	256	368	202	249	218	202
AT1G32750.1	618	3095	1483	1791	1825	1593	1841	1900	1535	1858	1597	1702	288	1905	2498	1096	311	1430	1528	1456	1824	1859	2233	1259	1265	841	866
AT1G32760.1	29	250	120	206	164	178	263	275	218	160	125	104	33	159	288	160	22	131	180	241	144	199	248	167	176	116	134
AT1G32763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32780.1	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	1	0	0	9	0	0	6	4	0	0	0	0
AT1G32790.2	2659	7787	3612	4902	4047	4200	4910	5573	4273	3825	2357	2897	716	2937	5458	2836	570	3041	3531	3553	2796	2824	3030	2320	2338	1649	2036
AT1G32810.2	407	2274	1086	1540	1405	1135	1466	1400	1164	1323	927	978	203	1089	1602	717	194	1012	1064	1104	1126	996	1245	767	749	519	561
AT1G32850.1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G32860.1	2	10	6	15	16	28	39	34	23	52	26	38	40	122	198	147	33	133	88	39	44	174	144	96	164	93	129
