ATH	Elevated_LI_1	Elevated_LI_3	Elevated_LI_2	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Elevated_DS_1	Elevated_DS_3	Elevated_DS_2	Low_LI_1	Low_LI_2	Low_LI_3	Low_EI_3	Low_EI_1	Low_EI_2	Low_DS_1	Low_DS_3	Low_DS_2	Medium_LI_1	Medium_LI_2	Medium_LI_3	Medium_EI_2	Medium_EI_1	Medium_EI_3	Medium_DS_1	Medium_DS_3	Medium_DS_2
AT1G78660.1	368	301	261	116	16	103	75	75	79	158	84	72	27	33	26	44	9	29	298	269	192	52	7	140	27	41	32
AT1G78670.1	85	83	50	11	1	13	3	2	2	65	28	12	1	1	2	5	0	6	87	66	46	2	1	11	3	3	0
AT1G78680.1	7	36	12	3	0	7	1	17	5	161	2	5	2	6	2	6	3	6	8	19	6	1	1	5	2	6	1
AT1G78690.1	206	186	143	140	35	154	131	155	190	225	227	166	124	141	108	46	66	213	200	233	172	138	33	224	156	141	145
AT1G78700.1	219	141	137	156	24	164	358	303	424	152	136	146	168	187	147	47	144	420	202	258	155	218	52	292	257	222	195
AT1G78710.1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
AT1G78720.1	1	0	0	0	0	3	2	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
AT1G78730.1	93	82	60	37	9	44	11	13	6	82	75	67	11	8	8	2	1	6	111	113	83	23	10	38	9	5	2
AT1G78740.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78750.1	25	23	21	13	4	18	16	16	18	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1
AT1G78760.1	5	0	0	1	0	0	0	1	0	3	5	5	0	2	0	0	0	0	0	2	2	0	0	2	0	1	2
AT1G78770.1	316	301	235	314	64	337	225	173	280	397	332	209	170	175	148	57	188	342	348	369	252	193	53	382	303	202	230
AT1G78780.2	1266	1316	1047	1693	362	1832	1616	1343	1921	1748	1615	1246	1045	1234	879	602	1046	2305	1399	1361	1177	1096	298	2324	1654	1523	1389
AT1G78790.1	51	62	55	42	9	46	24	29	28	64	49	47	37	46	19	10	6	41	56	68	40	33	8	70	22	27	24
AT1G78800.1	326	261	222	339	70	394	231	162	211	344	306	248	221	322	202	77	146	278	337	421	286	311	73	526	166	182	168
AT1G78810.1	148	134	88	104	33	156	40	32	40	134	121	120	104	127	107	15	22	79	185	201	125	131	29	218	42	51	46
AT1G78815.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G78820.1	1	1	2	1	1	13	1	8	1	183	0	1	1	0	3	0	0	3	1	2	3	2	0	4	0	4	0
AT1G78830.1	472	357	322	618	136	558	525	491	530	637	521	698	647	833	536	69	252	604	453	624	378	692	148	990	437	560	369
AT1G78840.1	5	5	1	12	5	15	13	18	13	12	30	17	17	26	19	6	11	6	13	28	11	20	2	30	5	9	5
AT1G78850.1	831	654	818	264	34	142	10	10	14	479	189	529	125	224	53	26	29	89	63	68	169	246	37	368	22	106	52
AT1G78860.1	3	0	5	2	0	0	0	0	0	18	0	2	2	5	1	1	0	0	2	2	1	2	2	4	0	0	0
AT1G78870.1	993	863	764	1131	217	1115	674	590	819	932	784	670	1033	1175	750	454	597	1251	974	1116	785	1069	268	1952	828	687	630
AT1G78880.1	1276	942	809	1297	288	1413	1695	1431	1827	1386	1467	1117	1044	1338	968	408	843	2265	1658	1742	1055	1432	329	2344	1523	1269	1281
AT1G78882.1	1276	942	809	1297	288	1413	1695	1431	1827	1386	1467	1117	1044	1338	968	408	843	2265	1658	1742	1055	1432	329	2344	1523	1269	1281
AT1G78890.1	1055	912	842	908	205	1020	848	747	959	1333	1137	1076	944	1282	867	524	1009	2153	1114	1195	866	939	255	1806	1294	1108	910
AT1G78895.1	202	185	158	149	28	127	224	198	308	313	282	202	192	202	145	170	249	477	201	225	158	121	41	290	289	247	219
AT1G78900.1	4563	3517	2909	3088	730	3511	3370	2906	3715	4683	3674	3451	3191	3982	2878	1757	1972	4852	4701	4682	3263	3557	788	5568	2744	2626	2612
AT1G78910.1	149	132	92	101	22	94	187	124	211	161	170	137	117	143	83	43	55	177	178	187	133	119	27	188	119	118	138
AT1G78915.3	290	228	185	134	35	202	159	156	164	366	278	199	104	135	93	93	113	212	277	306	197	148	36	216	141	121	129
AT1G78920.1	1776	1381	977	1456	369	1543	926	765	981	1631	1710	1560	1807	2263	1785	315	498	1256	2099	2140	1463	1767	387	2722	779	763	724
AT1G78922.1	152	120	111	143	31	129	119	96	118	183	143	128	176	236	154	13	88	190	164	214	121	164	42	240	128	108	84
AT1G78930.1	583	546	361	531	105	569	458	381	514	760	845	595	442	477	383	151	309	648	709	775	580	508	126	1020	466	396	443
AT1G78940.2	30	49	14	12	3	20	7	10	4	34	44	40	8	13	7	3	6	19	34	38	30	18	5	20	4	8	6
AT1G78950.1	24	9	10	2	0	2	1	1	1	13	3	5	0	1	0	0	0	0	11	9	7	2	0	0	0	1	0
AT1G78955.1	14	13	6	9	5	10	4	4	7	23	25	24	18	17	15	1	3	3	18	31	24	15	1	24	2	2	3
AT1G78960.1	258	186	139	229	46	276	357	303	362	266	251	219	208	243	169	157	199	435	311	336	191	302	53	482	290	266	291
AT1G78970.2	1	0	0	1	0	4	1	2	3	104	0	0	0	0	0	2	3	2	0	0	2	2	0	5	0	0	0
AT1G78980.1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G78990.1	0	2	0	2	1	1	10	17	8	6	1	2	12	9	10	2	5	7	1	10	1	10	3	16	3	7	4
AT1G78995.1	2	9	0	2	0	7	39	39	42	55	3	3	4	13	8	13	40	83	2	5	3	5	0	16	42	37	25
AT1G79000.2	1314	872	696	1154	305	1575	1077	1081	1196	1295	1260	1752	1976	1751	1885	387	706	1718	2093	2225	1295	1993	309	2890	903	1062	1200
AT1G79010.1	1996	2062	1870	1970	340	1818	1153	839	1241	2304	1911	1525	1481	1812	1133	765	1122	2074	2069	2128	1805	1335	469	3086	1282	1155	1009
AT1G79020.1	243	165	132	205	49	269	191	184	218	266	217	197	256	330	176	61	123	256	309	371	198	258	53	354	188	199	162
AT1G79030.1	321	289	254	331	67	330	129	96	149	308	300	257	160	232	128	17	49	131	374	420	269	282	82	492	130	107	119
AT1G79040.1	481	1483	596	611	119	713	572	546	752	2502	293	272	493	577	359	160	249	416	333	341	365	320	100	738	360	445	359
AT1G79050.1	791	630	531	889	213	1000	664	559	745	741	641	545	516	781	491	258	341	654	839	875	600	701	194	1220	613	432	453
AT1G79060.1	88	56	45	14	1	11	1	1	0	32	34	26	4	2	0	1	1	0	95	84	55	9	1	4	3	1	1
AT1G79070.1	156	159	125	105	23	98	38	29	41	138	108	81	67	82	47	6	11	20	159	203	131	80	20	130	27	18	18
AT1G79080.1	233	189	135	137	27	169	84	59	81	197	160	100	107	126	83	10	48	89	206	247	178	147	38	186	68	76	52
AT1G79090.1	1090	674	605	1009	228	1311	1610	1384	1532	1233	1093	1119	1155	1453	1162	436	1027	2329	1379	1514	899	1634	292	2012	1291	1295	1232
AT1G79100.1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79110.1	29	38	20	16	7	27	7	4	12	107	24	15	15	16	15	1	9	14	32	42	15	12	2	10	7	14	3
AT1G79120.1	113	102	91	75	19	78	37	22	34	97	106	65	48	57	42	3	13	28	134	155	106	64	16	100	35	26	24
AT1G79130.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79150.1	1673	1304	1201	1376	309	1707	446	374	438	1345	1360	1264	954	1115	893	203	400	740	1982	2254	1359	1333	357	2212	425	424	434
AT1G79160.1	280	263	258	472	61	481	378	291	384	464	439	418	734	726	512	86	274	512	418	572	370	501	111	924	345	287	267
AT1G79170.1	3	2	3	2	1	1	0	1	0	3	0	2	1	2	1	0	0	0	8	8	3	2	0	0	0	0	1
AT1G79180.1	8	11	12	9	0	2	0	0	0	4	1	3	2	3	0	0	0	0	0	1	3	1	3	0	0	0	0
AT1G79190.1	550	328	251	332	107	450	601	483	609	631	623	712	486	508	427	166	392	909	760	880	472	549	85	650	462	475	501
AT1G79200.1	663	629	563	677	111	708	309	263	342	824	700	552	499	667	416	134	295	418	677	889	671	582	183	1146	343	310	279
AT1G79210.1	948	935	762	1269	250	1554	384	294	434	914	711	583	1265	1404	956	385	385	698	992	954	828	1031	291	2098	456	379	372
AT1G79220.1	280	209	190	192	44	214	102	93	109	251	274	182	126	142	107	20	52	99	296	314	215	178	42	292	89	71	63
AT1G79230.1	3027	2414	2076	2352	554	2699	2949	2489	3456	3157	3074	2525	1630	2045	1486	1320	1935	4318	3179	3368	2347	2189	479	3988	3062	2868	2781
AT1G79250.1	0	1	0	2	0	0	0	10	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0
AT1G79260.1	179	214	165	86	13	81	6	12	12	122	98	74	56	66	44	18	11	26	151	142	107	52	15	84	10	19	16
AT1G79270.1	420	335	262	1006	256	1168	1096	905	1068	891	821	675	1547	1902	1208	393	800	1599	588	767	504	1264	283	1888	918	979	901
AT1G79280.2	2733	1680	1624	1697	635	3018	2519	2237	2706	2733	2364	3212	2145	2422	2170	984	1772	4112	3700	4465	2261	3268	516	3716	2413	1860	2353
AT1G79310.1	1	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
AT1G79320.1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	2	0	0	0
AT1G79330.1	0	0	0	0	0	2	0	1	0	2	0	0	1	0	1	0	0	2	0	2	1	0	0	0	0	0	1
AT1G79340.1	478	420	329	473	91	437	126	119	126	555	332	327	538	770	518	44	124	243	445	521	354	582	157	890	134	146	120
AT1G79350.1	657	390	347	454	146	701	674	566	655	600	484	593	637	686	573	318	371	864	861	995	478	769	120	986	587	521	573
AT1G79360.1	41	24	25	55	15	52	116	108	117	68	50	54	92	119	72	12	91	122	39	57	42	64	19	118	133	126	101
AT1G79370.1	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G79380.1	658	628	460	448	84	621	900	730	939	782	654	581	317	403	277	501	674	1417	738	889	539	494	125	622	890	796	836
AT1G79390.1	1108	1285	1108	844	146	846	290	240	328	1323	1057	898	517	635	400	89	268	485	1169	1251	1040	498	169	1168	329	291	301
AT1G79400.1	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0
AT1G79410.1	5	4	6	7	4	10	0	0	0	8	2	3	5	8	5	0	0	2	3	2	2	10	5	22	0	0	0
AT1G79420.1	36	23	18	28	1	44	2	2	1	36	13	13	19	20	25	0	0	4	24	30	19	31	6	46	2	4	2
AT1G79430.2	122	133	97	74	13	85	39	46	45	63	46	34	23	26	20	3	7	16	127	117	77	37	4	72	16	16	8
AT1G79440.1	1103	915	758	500	113	516	1292	1062	1425	1771	1492	1476	535	644	435	593	605	1407	1491	1613	968	547	117	890	851	889	976
AT1G79450.1	20	20	14	38	7	29	13	11	12	16	15	28	70	71	48	2	1	6	20	14	12	46	0	76	9	11	14
AT1G79460.1	195	132	146	96	14	85	335	275	345	273	271	191	152	181	124	40	82	154	259	300	171	92	22	152	155	163	144
AT1G79470.1	901	797	636	740	139	810	212	171	236	934	1020	906	542	744	500	105	273	488	1251	1344	917	750	181	1324	317	259	251
AT1G79480.1	0	0	1	0	0	1	0	0	0	4	1	2	1	3	0	0	0	0	1	1	1	0	0	0	0	0	0
AT1G79490.1	435	385	333	407	106	530	297	253	331	483	506	449	326	364	330	47	205	361	615	559	426	403	94	622	231	247	275
AT1G79500.5	398	314	262	160	36	263	137	99	137	346	248	198	167	231	130	48	76	164	406	426	300	215	40	290	93	76	83
AT1G79510.1	180	132	110	129	27	219	112	91	108	172	124	108	141	215	111	20	69	133	208	229	119	212	37	274	86	74	77
AT1G79520.2	685	572	502	657	126	594	578	569	664	403	357	316	500	637	480	154	254	594	591	577	415	461	118	842	367	331	299
AT1G79530.1	2229	1788	1476	1114	201	1138	1058	887	1004	1421	1212	1067	440	581	400	291	368	917	1899	1945	1407	918	238	1514	894	671	705
AT1G79540.1	291	306	235	244	51	248	185	166	194	301	307	326	247	307	202	20	65	155	434	524	301	282	74	416	161	147	126
AT1G79550.1	6852	5663	4976	7411	1389	7722	2306	2063	2567	5346	4567	4187	7548	9536	6278	839	1413	3030	6721	6298	4930	7190	1903	13176	2169	1938	1887
AT1G79560.1	1666	1184	1019	554	139	783	456	380	432	1407	981	1103	292	368	333	145	211	448	1776	1926	1054	608	106	808	349	337	316
AT1G79570.1	794	493	429	608	153	799	849	806	922	711	679	772	664	831	645	270	525	1259	1009	1085	616	924	191	1304	776	751	804
AT1G79580.1	84	63	48	16	0	24	5	6	6	19	30	24	5	2	4	1	2	5	82	92	49	12	2	12	4	5	3
AT1G79590.1	262	264	242	354	66	385	388	356	410	369	334	270	390	520	312	227	425	812	330	366	276	339	92	652	437	377	377
AT1G79600.1	796	577	441	640	155	920	1242	1103	1288	972	766	717	496	798	505	245	593	1636	987	1065	628	970	179	1276	1102	975	946
AT1G79610.1	491	322	287	423	116	628	330	330	356	534	492	470	468	656	349	324	321	768	506	675	408	525	96	896	366	375	310
AT1G79620.1	6	4	1	1	0	9	0	9	3	41	2	2	0	1	0	0	2	1	2	4	3	1	0	2	1	0	3
AT1G79630.1	362	295	204	214	44	312	87	67	75	290	281	255	110	167	117	22	35	72	456	532	292	209	60	432	60	77	61
AT1G79640.1	26	16	10	9	3	16	24	32	30	30	6	10	5	12	4	10	9	20	19	19	9	13	1	8	13	19	13
AT1G79650.4	820	713	635	674	134	707	559	454	650	856	711	601	466	626	429	244	429	812	1029	1003	642	656	145	1040	603	555	490
AT1G79660.1	191	197	166	314	45	298	346	325	360	267	237	168	344	378	228	93	290	509	199	200	195	272	58	614	397	315	308
AT1G79670.1	345	275	243	278	40	244	275	242	288	306	313	264	189	236	134	38	94	165	324	368	262	235	69	434	184	175	160
AT1G79680.1	6	1	6	9	3	2	2	0	1	2	1	3	16	12	4	0	3	2	0	0	2	12	2	8	1	2	1
AT1G79690.1	889	674	587	448	116	537	579	483	709	1016	853	751	478	545	483	456	503	1195	1042	1082	731	556	96	908	594	540	571
AT1G79700.2	27	26	9	36	4	28	10	16	17	33	15	17	34	38	32	7	3	31	25	23	25	20	7	52	17	5	7
AT1G79710.1	210	133	122	92	26	139	55	52	55	165	117	120	110	120	69	21	50	93	243	235	156	166	37	258	57	71	62
AT1G79720.1	195	130	118	68	16	95	54	51	40	178	98	108	62	67	53	16	49	75	184	198	139	103	21	144	50	38	29
AT1G79730.1	902	602	547	865	227	1100	1170	1040	1121	840	785	739	957	1266	819	529	746	1711	1138	1315	728	1293	255	1830	996	937	925
AT1G79740.1	357	189	130	203	63	275	184	149	171	300	275	255	144	195	155	29	67	218	449	504	210	255	44	276	113	122	179
AT1G79750.1	3338	2470	1912	1838	433	2203	2386	1948	2566	3871	3429	2986	1551	2046	1533	1004	1241	3026	3593	4079	2560	2092	420	2922	1995	1758	1706
AT1G79760.1	2	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
AT1G79770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G79780.1	17	6	11	18	2	15	9	9	10	18	18	22	16	33	10	0	2	7	24	33	17	32	8	34	5	5	0
AT1G79790.1	142	136	116	84	27	113	37	35	40	136	84	73	46	72	50	25	19	53	131	158	86	84	17	116	39	30	33
AT1G79800.1	0	0	0	1	0	2	0	0	0	2	3	1	8	3	3	0	0	0	0	5	0	3	0	10	0	1	0
AT1G79810.1	698	498	475	674	151	847	585	478	638	758	698	595	695	770	593	249	411	869	817	871	614	739	169	1180	548	499	578
AT1G79820.1	109	82	109	73	20	97	97	79	94	186	116	80	109	126	91	20	82	136	145	156	100	108	25	144	120	68	70
AT1G79830.4	2173	1671	1296	1575	401	1781	2285	2063	2144	2832	2697	2818	1893	2173	1774	1007	1254	2914	2735	3024	1906	1933	415	3062	1581	1680	1831
AT1G79840.2	536	559	521	263	38	294	103	90	111	459	193	153	51	68	52	24	44	136	435	459	299	134	56	236	83	85	77
AT1G79850.1	1721	1795	1506	1072	187	1096	275	212	275	1614	699	610	197	202	170	60	108	249	1305	1340	1059	413	149	716	222	199	204
AT1G79860.1	0	0	0	0	0	1	1	14	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	3	4
AT1G79870.1	411	388	337	336	82	440	239	159	220	375	262	213	212	272	189	40	112	202	421	427	319	276	76	470	169	171	154
AT1G79880.1	661	645	441	554	105	567	1018	817	1062	795	730	567	320	391	270	373	517	1046	724	884	620	598	143	938	876	759	724
AT1G79890.1	101	66	67	18	9	47	3	15	15	69	46	45	8	6	7	1	4	12	81	88	74	21	3	34	2	4	3
AT1G79900.1	60	55	41	74	18	76	101	101	116	60	67	61	82	152	71	6	26	76	77	109	50	82	21	160	67	61	55
AT1G79910.1	7	7	4	34	4	25	17	24	10	10	5	15	20	32	33	4	5	10	14	12	12	72	4	52	13	4	10
AT1G79915.1	18	14	8	20	2	26	24	13	19	15	10	16	21	27	36	4	10	18	22	16	17	43	7	34	19	12	17
AT1G79920.1	4138	2630	2276	5964	1325	6435	5990	4926	5781	4618	3994	4149	11216	13270	9963	2346	3498	8764	4987	5499	3567	11394	2249	16715	4949	4450	4759
AT1G79930.1	3002	2131	1815	2558	555	2955	1927	1560	1781	2664	2341	2205	3466	4572	2833	862	1192	2733	3224	3405	2156	4101	805	5959	1738	1507	1559
AT1G79940.1	1203	915	758	1516	301	1481	861	667	788	1124	931	868	1176	1599	1099	216	388	864	1297	1389	828	1504	358	2596	660	595	622
AT1G79950.1	540	337	260	284	86	485	323	261	301	475	495	481	258	306	239	147	191	481	714	845	373	451	76	530	279	307	313
AT1G79960.1	78	62	38	28	8	39	70	60	62	72	69	56	32	63	32	5	23	60	91	114	58	54	13	84	40	40	39
AT1G79970.1	471	419	320	376	67	380	224	195	202	453	339	314	253	335	221	63	118	234	491	516	371	352	94	538	204	139	142
AT1G79990.1	1135	841	720	400	116	463	323	295	386	1078	829	870	312	434	303	187	196	418	1252	1283	781	419	93	642	295	276	279
AT1G80000.1	781	649	521	693	138	675	519	434	503	576	542	464	508	610	458	120	209	411	835	919	566	638	150	1126	360	310	318
AT1G80010.1	645	419	336	759	172	952	1170	997	1175	900	825	817	934	1212	934	218	794	1841	853	1030	605	1070	208	1504	1262	1162	1123
AT1G80030.1	540	355	349	336	93	423	300	279	322	540	387	318	239	302	243	99	159	311	585	632	365	380	83	554	262	190	215
AT1G80040.3	1683	1300	1036	2730	567	3112	3903	3212	3625	2146	1855	1783	3192	4150	2555	1288	2689	5965	1985	2245	1502	3567	792	5552	3405	3007	2824
AT1G80050.1	2	1	0	0	0	1	0	0	1	54	0	1	2	0	0	0	1	0	0	0	1	0	0	4	0	1	2
AT1G80060.1	60	53	50	38	7	71	68	57	77	68	84	69	64	81	37	36	52	108	96	96	52	70	15	156	75	54	64
AT1G80070.1	6845	3465	2780	5603	1879	9520	9444	9299	10381	7187	6783	8381	9550	10006	10159	3337	6026	17329	9704	10523	5952	11948	1761	15206	8883	8469	9187
AT1G80080.1	219	173	149	18	7	37	4	8	9	195	42	29	3	1	2	5	3	13	124	139	73	7	1	20	4	4	3
AT1G80090.1	1313	1028	836	695	189	972	2479	2138	2802	1899	2019	1451	492	676	340	766	1577	3832	1433	1710	1092	714	175	1128	2740	2342	2391
AT1G80100.1	36	22	28	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	10	10	9	1	0	0	0	0	1
AT1G80110.1	44	38	29	78	10	88	6	21	6	58	29	63	169	229	171	6	10	37	40	109	38	82	19	98	8	11	12
AT1G80120.1	3	7	4	1	0	5	0	7	2	15	3	4	2	1	0	1	2	12	3	2	2	1	0	2	0	5	1
AT1G80130.1	24	53	24	4	1	2	1	2	4	10	11	10	5	4	5	12	11	26	39	42	28	0	2	2	5	4	6
AT1G80133.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80140.1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80150.1	348	290	224	286	71	318	189	147	198	333	372	271	290	359	250	30	87	187	478	508	343	331	84	542	166	133	165
AT1G80160.1	134	116	86	275	43	251	1429	1390	1383	414	366	292	572	703	414	204	530	998	218	333	213	454	105	804	1056	964	778
AT1G80170.1	109	95	77	48	11	67	55	44	64	95	80	100	16	15	17	16	35	87	140	140	88	57	11	68	53	47	55
AT1G80180.1	1000	970	796	2344	387	1890	2663	2149	3000	3172	2780	2165	1156	1313	949	477	1966	3480	1223	1504	1329	1192	381	2682	1838	1838	1993
AT1G80190.1	126	88	83	79	10	72	54	54	75	116	101	74	41	57	24	59	68	166	153	160	101	56	12	74	88	79	66
AT1G80200.1	7	5	10	5	1	9	49	40	49	9	1	2	10	8	9	15	48	132	10	16	2	15	1	18	48	52	42
AT1G80210.1	223	152	122	197	51	294	370	287	372	202	167	168	176	250	145	132	224	384	246	301	159	288	62	373	344	308	282
AT1G80220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80230.1	978	1094	894	754	137	697	536	365	588	829	636	492	604	712	510	405	551	933	927	797	723	633	177	1370	639	524	587
AT1G80240.1	2	3	2	1	0	3	0	0	1	3	4	2	9	7	4	4	3	7	0	4	1	3	2	8	0	1	1
AT1G80245.1	252	224	189	312	66	404	237	183	232	420	353	271	363	493	270	191	251	500	363	455	243	349	75	626	294	294	220
AT1G80260.1	581	419	347	233	83	398	377	320	418	659	602	525	142	163	153	65	69	227	849	911	505	278	59	368	308	228	267
AT1G80270.1	1232	973	855	940	208	1132	141	141	154	1086	1054	932	373	557	442	40	113	261	1518	1574	1035	684	195	1058	176	145	152
AT1G80280.1	36	28	12	8	3	23	1	5	5	292	15	6	10	4	2	7	0	4	31	39	20	7	0	6	4	1	3
AT1G80290.2	67	82	57	43	6	44	33	38	34	70	64	49	32	36	36	6	16	27	57	64	53	15	5	42	25	31	23
AT1G80300.1	1020	924	637	670	147	708	473	543	545	914	779	614	367	521	321	69	146	261	1022	1013	728	570	117	1004	241	277	263
AT1G80310.1	433	289	265	675	141	676	728	616	756	202	218	207	285	393	275	29	159	401	354	387	246	579	130	690	409	339	306
AT1G80320.1	93	67	48	60	12	65	64	54	48	75	78	63	60	79	44	7	9	42	92	114	74	78	19	104	24	30	23
AT1G80330.1	2	0	3	1	0	4	4	10	6	1	0	0	1	3	0	0	0	0	3	1	3	3	0	4	3	1	1
AT1G80340.1	159	81	80	52	11	96	1	0	0	5	30	25	2	3	2	1	0	0	258	201	98	16	4	24	0	0	0
AT1G80350.1	329	273	219	208	43	195	248	183	256	302	254	214	217	247	198	73	146	289	350	343	237	198	45	378	221	198	202
AT1G80360.1	421	319	291	252	52	250	326	291	329	522	402	354	192	274	180	61	130	294	459	491	333	299	62	414	244	224	218
AT1G80370.1	9	6	1	27	1	14	18	6	16	78	15	19	27	51	28	4	2	6	13	15	10	19	2	30	9	8	7
AT1G80380.2	886	679	567	1092	232	1246	1921	1845	2112	1977	1776	1446	2780	3464	2173	1034	1454	3123	1126	1875	1039	1765	394	2824	2031	1963	1702
AT1G80390.1	1	1	1	4	1	4	1	1	1	1	2	4	0	0	0	0	0	0	2	2	6	1	0	2	0	2	0
AT1G80400.1	455	412	303	460	85	458	561	454	600	668	643	562	527	561	369	180	395	900	587	603	498	481	138	886	598	527	504
AT1G80410.2	3297	2267	1817	2104	549	3013	1867	1703	2003	2521	2315	2385	1441	1800	1543	781	1032	2563	3736	4023	2332	2486	501	3270	1555	1494	1438
AT1G80420.1	339	299	219	279	43	258	88	59	112	285	241	206	123	173	136	23	36	74	332	374	275	175	40	356	80	60	58
AT1G80440.1	213	184	158	538	84	321	815	804	930	83	76	99	227	238	129	17	50	140	170	236	114	481	113	662	299	325	250
AT1G80450.1	62	47	59	57	9	37	7	10	8	42	31	39	70	115	23	0	4	8	30	11	27	78	18	94	15	6	7
AT1G80460.1	1678	1242	1134	1105	203	1095	118	109	129	653	676	857	816	1331	673	20	23	49	1626	1705	865	1307	311	1550	36	45	51
AT1G80470.1	0	1	0	3	1	9	2	5	0	0	3	0	5	17	8	1	2	6	1	1	2	7	3	8	2	1	2
AT1G80480.1	1247	967	793	793	155	867	639	549	660	1033	640	629	452	684	474	341	496	1034	1123	1198	766	735	177	1100	626	603	519
AT1G80490.2	1543	945	689	1233	369	1670	1762	1565	1787	1904	1805	1890	1040	1366	1300	1104	1285	3790	1985	2351	1297	1835	335	2380	1764	1793	1755
AT1G80500.1	535	575	488	519	90	508	316	263	407	519	411	355	492	550	329	196	263	514	556	583	454	445	126	946	364	294	283
AT1G80510.1	73	58	38	55	10	66	18	17	27	73	42	51	117	163	83	5	13	53	98	68	55	91	17	130	24	32	19
AT1G80520.1	8	13	4	11	1	7	0	0	0	18	10	12	9	11	1	1	0	0	3	6	4	7	1	16	0	0	0
AT1G80530.1	788	582	501	279	59	337	173	131	165	328	360	277	62	89	71	31	38	203	861	798	450	254	55	394	139	129	152
AT1G80540.1	8	2	3	0	1	0	0	8	1	1	1	0	1	1	2	2	0	2	12	9	6	0	0	0	1	0	0
AT1G80550.1	403	405	385	380	61	319	252	204	307	543	629	345	360	493	310	65	291	516	459	590	435	361	99	680	295	233	234
AT1G80555.1	13	17	10	17	5	22	14	11	11	15	16	11	19	10	13	7	11	22	22	15	15	19	2	64	19	12	12
AT1G80560.1	592	653	506	246	52	244	279	245	313	574	406	326	178	209	142	180	152	336	586	602	402	239	62	472	285	275	265
AT1G80570.2	247	174	135	189	54	246	946	760	967	392	385	316	307	474	249	107	429	916	375	419	206	283	69	400	672	599	554
AT1G80580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
AT1G80590.1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0
AT1G80600.1	1080	979	844	846	150	872	746	612	753	1310	1074	939	447	586	404	103	276	539	1225	1268	928	646	178	1164	453	420	466
AT1G80610.1	167	117	96	193	41	206	236	195	265	162	186	133	181	261	173	65	150	310	166	166	148	227	37	330	233	194	212
AT1G80620.1	1890	1541	1254	1046	207	1231	473	369	472	1322	1333	1235	579	782	538	85	166	338	1991	2279	1441	1006	252	1544	343	309	297
AT1G80630.1	193	136	139	187	39	233	243	200	213	195	184	162	171	252	162	23	116	280	211	242	148	223	60	322	170	167	164
AT1G80640.1	2553	1703	1752	1678	363	2210	47	46	53	1206	1033	1177	514	881	787	18	5	13	2611	2570	1463	1384	357	1890	41	42	50
AT1G80650.1	267	298	223	313	60	322	38	32	48	181	169	125	246	301	191	19	18	50	313	318	240	268	67	586	45	33	35
AT1G80660.1	2	2	2	7	0	2	0	18	3	0	0	5	10	14	13	0	1	7	0	5	4	13	1	18	1	5	1
AT1G80670.1	784	636	488	870	152	933	891	688	968	927	858	789	900	973	653	575	643	1359	931	1020	651	894	175	1392	789	714	676
AT1G80680.1	1102	817	669	767	218	1062	874	730	901	1146	1083	1122	496	677	540	205	447	1005	1439	1535	974	887	183	1186	704	609	614
